Total Population,Total Citizen Income,Hispanic or Latino,Total Citizen Educated in US,Total Households,White Race,Total Families,Citizen College Degree,Citizen Some College  Education,Citizen Income over 75000,Citizen High School  Graduate,Citizen No Income,Pacific Islander Race,Citizen Graduate or Professional Degree,Citizen Income 1-9999,Citizen Less than High School  Education,Citizen Income 15000-24999,Citizen Income 15000-24999,Citizen Income 35000-49999,Case Rate Categories
7682,5917,7581,5167,3292,11,1725,598,1726,453,2323,392,34,211,895,309,874,874,1189,1
4029,3128,3992,2739,1715,8,849,357,1017,227,1076,245,3,118,498,171,480,480,554,1
14330,11283,13573,9760,5845,113,3310,1208,2896,897,3869,883,292,504,1805,1283,1907,1907,1836,3
12887,10230,12706,8948,5627,63,2894,1156,3144,559,3248,1088,34,472,1719,928,1723,1723,1427,1
6119,4766,6082,4147,2617,10,1339,414,1478,466,1709,252,6,154,827,392,791,791,689,2
26076,20597,25801,17550,10302,102,6646,2764,6209,2300,6224,1642,53,1098,2821,1255,3031,3031,3463,1
131090,108711,126183,83456,52470,11640,28496,15068,26730,9151,26324,9361,2045,7901,21180,7433,16047,16047,15961,3
26306,21592,25801,18304,10728,206,6279,3124,6550,2108,6176,1764,153,1314,2890,1140,3295,3295,3501,2
24276,20264,24037,16263,9385,191,5513,3321,5529,2307,5350,1320,61,1401,3901,662,2748,2748,2926,2
20958,16352,20715,13993,8161,67,5676,2019,4646,1641,5707,1336,36,637,2155,984,2803,2803,2672,1
20260,15979,15652,12786,7522,540,5056,1838,3779,1209,3806,1645,1728,733,2762,2630,2159,2159,2591,5
14867,11995,14734,10437,6120,26,3503,1286,3745,840,4138,934,36,478,1669,790,2014,2014,2134,2
9670,8093,9580,6990,4242,22,2052,885,2609,578,2560,544,21,444,1590,492,1385,1385,1142,2
20816,16272,20483,13863,8683,83,5176,2361,4504,1468,5220,1071,179,757,2562,1021,2431,2431,2540,2
13956,10834,13703,9405,5980,35,3188,1343,2734,758,3830,787,96,504,1686,994,1791,1791,1689,1
18499,14949,18215,12942,7511,52,4537,2220,4632,1490,4664,1097,43,676,1896,750,2161,2161,2620,2
44151,35746,42457,30737,19350,578,9491,4887,12224,2930,9696,2155,416,1924,6009,2006,5479,5479,5663,1
12072,9529,11798,8317,5207,66,2555,1199,2950,941,2978,453,131,420,1454,770,1598,1598,1596,2
12439,9791,12170,8351,5204,41,3035,964,2720,719,3567,625,169,334,1439,766,1519,1519,1740,1
9286,7351,8359,6364,3701,39,2346,822,1903,497,2772,571,330,271,1003,596,1082,1082,1219,3
16667,13245,16190,11457,7282,69,3830,1921,4191,1159,4032,702,196,562,2127,751,2279,2279,2257,2
18129,14504,17823,12608,7599,61,4204,1471,3941,1004,5580,772,110,511,2304,1105,2411,2411,2475,1
49116,38580,47873,32898,20223,1291,11590,4346,11607,3749,12263,3744,361,1965,5474,2717,6460,6460,5201,1
17096,13555,12965,11143,6413,208,4516,1117,3222,911,4102,1771,2262,334,1882,2368,1989,1989,2204,5
66135,61337,62076,52638,25240,918,19221,18159,14619,13992,9754,4345,1409,7670,8241,2436,6026,6026,8031,3
8753,6693,8668,5580,3201,7,2550,666,1751,610,2017,734,21,326,1124,820,930,930,933,2
8457,6676,8276,4908,3223,152,1918,638,1355,262,1812,607,41,418,1712,685,1076,1076,781,1
17764,13892,17625,11803,7062,48,4483,1354,3748,1238,5039,713,25,646,2210,1016,1977,1977,2248,1
40325,32313,39283,27689,17003,2048,9343,3884,10968,2469,9034,2705,232,1601,5410,2202,5183,5183,4722,1
16667,14334,16489,12620,7554,29,3227,2572,4741,2024,3608,507,37,1147,2167,552,2212,2212,2361,3
93653,78120,91846,64135,36815,2486,22252,12576,18612,7540,21308,5683,514,6679,13485,4960,11547,11547,12083,2
10302,7936,9539,6512,4236,65,2370,967,2341,608,2163,454,374,373,1718,668,1229,1229,1229,2
20880,16601,20500,13887,8634,198,4691,1897,4514,1090,5363,1100,93,857,3076,1256,2979,2979,2514,1
16303,12941,15972,11046,6886,203,3891,1787,3935,1185,3684,779,111,526,2345,1114,2237,2237,1798,1
10680,8320,9471,7203,4332,38,2547,825,2620,449,2647,689,420,336,1429,775,1188,1188,1226,2
7441,5710,7254,4971,3064,39,1699,682,1796,558,1781,398,79,354,925,358,819,819,977,1
9336,7417,9165,6363,3996,26,2156,926,2217,613,2347,473,82,383,1145,490,1235,1235,1107,2
12453,9939,12331,8600,5131,28,2965,1712,3168,1219,2762,626,31,549,1392,409,1469,1469,1824,2
10954,8724,10752,7521,4544,16,2621,1125,2436,767,2928,629,85,461,1433,571,1263,1263,1508,2
15673,12319,14891,10642,6540,50,3769,1784,4085,1020,3269,1098,362,712,1577,792,1792,1792,2030,3
11341,8970,10943,7778,4741,56,2658,1183,2687,720,2968,664,158,424,1203,516,1399,1399,1503,2
17534,14303,16883,12067,7296,217,4048,1774,4550,1181,4031,1246,205,726,2086,986,2242,2242,2296,2
14928,11557,14745,9912,5987,25,3595,1311,3584,1104,3773,973,34,453,1571,791,1770,1770,1885,2
20145,16254,19381,13600,7666,447,4669,1998,4803,1072,5010,1978,274,709,2396,1080,2594,2594,2366,2
9566,7361,9448,6363,3944,25,2412,627,2080,557,2690,520,39,303,1087,663,1176,1176,1489,1
9815,7691,9458,6692,4209,44,2258,1032,2305,686,2490,561,203,317,1280,548,1291,1291,1110,2
7089,5615,6989,4872,3052,17,1698,794,1700,545,1898,390,42,167,785,313,861,861,875,2
16355,13128,16048,11229,6677,57,4017,1544,3727,1177,4394,762,88,721,1818,843,2104,2104,2338,2
19848,15907,19628,13640,8289,61,4605,1678,4165,1232,5783,1588,67,854,2120,1160,2426,2426,2733,1
36842,29981,36305,25859,14806,470,8417,3561,8524,2241,10851,2898,133,1127,4485,1796,4446,4446,4877,2
16843,15218,16433,12591,6846,214,3066,2434,4153,965,3576,2073,144,1773,2639,655,2794,2794,2081,2
130882,119461,124682,84554,52715,6305,25918,23817,22042,15817,13842,12815,2372,20709,24602,4144,14154,14154,15020,2
20638,16793,20368,14549,8181,408,4626,1708,4936,1477,5978,2117,65,801,2393,1126,2256,2256,2637,2
10511,8330,10421,7173,4408,50,2442,955,2315,657,3004,672,28,346,1275,553,1469,1469,1269,1
15543,12413,15328,10689,6697,44,3555,1705,3982,1152,4055,785,73,402,1902,545,1836,1836,2174,1
35862,28629,34770,24467,14610,1118,7961,2740,8884,1631,9876,3230,251,1094,4915,1873,4801,4801,4361,1
211226,176815,205692,146925,86134,8346,51847,33089,51657,23402,40023,14719,1512,14341,25305,7815,22745,22745,27272,2
11387,9146,9590,7694,4346,60,2943,834,2370,657,2756,1038,739,314,1452,1420,1334,1334,1385,5
8898,6991,8809,5959,3689,17,2175,778,1977,562,2539,594,24,229,1131,436,1137,1137,1098,2
11581,8950,11369,7609,4442,10,3205,1217,2449,846,2792,622,127,433,1285,718,1436,1436,1484,2
15679,12389,15482,10634,6025,46,4268,1894,3721,1287,3826,845,39,602,1793,591,2010,2010,1901,2
22381,17840,22021,14982,8975,254,5441,2546,4379,1208,5813,1598,134,1024,3456,1220,2360,2360,2927,2
33309,26565,32778,21619,12723,225,8362,3920,6748,2321,7766,1883,91,1714,4817,1471,3845,3845,4610,1
40648,31915,33631,26767,15538,679,10304,3721,8629,2371,8908,2807,2296,1512,4741,3997,5326,5326,4934,4
15059,12043,14700,10287,5605,57,3819,1629,3562,1522,3622,845,84,714,2024,760,1598,1598,1556,1
10776,8574,10666,7264,4395,21,2664,934,2304,791,3027,635,40,310,1425,689,1381,1381,1322,1
9243,7415,9136,6487,4050,33,2048,705,2330,591,2530,421,27,345,1518,577,1315,1315,1078,2
7970,6293,7801,5376,3213,22,1925,677,1528,412,2470,607,40,174,851,527,1013,1013,1185,2
10740,8335,10435,7143,4558,25,2511,867,2577,537,2785,666,90,281,1268,633,1551,1551,1113,1
42745,33950,35942,28378,16412,606,11164,4129,8971,2813,9733,3801,2769,1860,4782,3685,5108,5108,5586,3
14398,11265,13853,9678,6069,67,3393,1435,3501,1107,3526,695,287,485,1620,731,1899,1899,1975,2
6462,4940,6032,4283,2682,18,1490,595,1349,384,1636,296,200,163,757,540,825,825,855,2
15932,12907,15494,11118,6393,352,3506,1662,3828,822,3869,1226,114,630,2543,1129,2036,2036,1891,1
9421,7384,9269,6275,3994,44,2068,1232,2502,488,1820,431,29,372,1046,349,1338,1338,1341,1
24986,19925,24244,16716,9875,76,6484,2696,6282,1797,5729,1242,370,769,2922,1240,2672,2672,3533,3
7310,5709,7144,4978,3233,26,1569,648,1834,479,1966,400,45,136,957,394,896,896,809,2
430640,368151,397993,308247,170197,25853,109925,75457,95522,50175,77430,31248,12629,33397,51335,26441,49743,49743,56006,3
93158,74831,87007,62841,36775,1267,22479,9163,21691,6822,21354,6400,2525,4134,10820,6499,10928,10928,11834,2
18914,15464,18458,11984,7555,220,3952,1648,3757,1331,4628,1031,147,1071,3492,880,2267,2267,2638,2
5131,4020,5040,3499,2047,17,1243,521,1213,317,1303,327,42,181,606,281,816,816,522,1
10350,8134,10155,7035,4482,31,2325,1026,2447,722,2643,565,79,364,1209,555,1313,1313,1430,2
165224,137081,156027,115570,66765,11728,40566,23088,35769,16900,34143,16404,2428,13789,18796,8781,19634,19634,18196,2
12167,9633,11948,8304,5085,32,2866,1321,2706,974,3097,654,68,441,1367,739,1450,1450,1502,2
33704,26780,30703,20534,11584,129,9047,4023,6371,2573,6463,1929,1448,1614,5744,2063,3338,3338,3945,3
89542,82297,86847,49223,34736,2196,15953,13567,13517,8414,9253,6650,918,11316,24966,1570,9922,9922,8934,2
17767,13810,16447,11727,6947,60,4540,1415,4023,1045,4731,1005,506,519,2201,1039,2206,2206,2222,4
6317,5015,5953,4357,2679,14,1476,446,1595,395,1749,422,147,177,809,390,813,813,854,3
12534,10140,12309,8516,5271,89,2936,956,3339,736,3071,740,74,412,1772,738,1592,1592,1690,1
7570,5881,7482,5074,3108,15,1822,508,1776,387,1966,583,12,194,959,630,1073,1073,889,1
35625,28671,32391,24091,14552,482,8119,2858,8080,1517,8552,2960,1312,1572,5492,3029,4125,4125,4023,4
46225,38648,45326,31753,17262,216,12018,6961,10899,5464,9841,2941,190,2686,5345,1366,4747,4747,6115,2
21704,17541,20566,14961,8741,146,5459,2179,4729,1431,5791,1336,303,978,2323,1284,2959,2959,3115,3
6403,5077,6334,4383,2652,18,1500,416,1320,273,1990,503,31,188,845,469,954,954,602,1
38013,30424,36567,24701,15580,1462,8419,3608,9308,2035,8212,3417,408,1440,5666,2133,4789,4789,3750,2
10866,8739,10506,7305,4597,85,2354,1168,2656,624,2512,702,118,355,1442,614,1282,1282,1474,1
21056,17432,20638,13462,7997,133,4297,2366,4427,1527,4447,805,173,1514,4080,708,2161,2161,3018,1
102172,79924,88179,65199,39052,2456,27214,10188,19912,6242,21429,7183,6240,4423,14345,9247,12454,12454,11706,5
7598,6186,7451,5244,3172,27,1757,586,2134,438,1908,471,31,213,861,403,1017,1017,933,1
13229,10379,11955,8954,5625,57,3086,1182,3376,871,3152,819,359,389,1501,855,1786,1786,1699,4
13371,10296,12979,8625,5475,249,3148,1086,3440,505,2873,974,131,573,1798,653,1817,1817,1481,1
8102,6219,7979,5361,3260,40,2057,574,1800,340,2068,565,42,424,1162,495,1214,1214,797,1
16924,13243,16541,10127,6241,853,4093,1324,3256,910,3996,1230,89,777,3093,774,2043,2043,1681,1
4861,3865,4742,3411,2139,22,1092,393,1272,383,1207,267,52,287,600,252,604,604,526,1
27674,21628,23991,18253,11283,399,6784,2161,6940,1520,5960,2026,1945,925,3448,2267,3748,3748,3162,1
15173,11650,14864,9565,5986,427,3886,1191,3837,611,2979,1203,89,640,2270,918,2000,2000,1515,1
9984,7602,9678,6564,4094,123,2534,878,2152,514,2583,649,90,512,1376,439,1399,1399,1047,1
65880,52394,63278,43322,23992,1096,17751,8573,15947,6336,11374,7480,599,4103,8149,3325,6644,6644,6762,1
2790,2160,2690,1855,1150,34,615,335,730,127,512,206,24,130,388,148,299,299,301,1
3669,2824,3582,2490,1612,16,758,309,845,134,923,217,29,105,535,308,598,598,330,1
21603,16472,21179,14012,8625,118,5389,1713,4753,774,4883,2233,114,945,2581,1718,3299,3299,2109,1
2726,2200,2584,1893,1260,2,581,386,681,226,583,139,16,102,377,141,342,342,281,1
2215,1672,2052,1433,923,1,559,382,478,121,386,127,68,93,254,94,240,240,320,3
8535,6575,8373,5730,3559,34,2021,927,2207,416,1710,519,29,441,991,445,1173,1173,881,1
9533,7438,9250,6194,3910,51,2137,772,2426,470,1916,493,105,541,1376,539,1342,1342,1165,1
8601,6860,8425,5869,3497,47,2087,910,2061,916,2147,439,29,316,1173,435,1093,1093,975,2
1891,1455,1818,1228,824,6,435,167,505,91,404,76,25,60,211,92,229,229,265,1
36311,28637,33019,23253,13940,1004,8870,3215,8885,2059,7322,3576,1413,1508,5186,2323,4471,4471,3593,1
39134,32003,37372,23369,15729,785,8725,4221,7780,1596,6574,3942,730,2535,7109,2259,5014,5014,4056,2
2961,2421,2931,2165,1378,17,555,318,808,209,694,127,13,156,404,189,474,474,373,0
19754,15306,18985,13182,8073,153,4895,1937,4606,941,4540,1378,206,809,2522,1290,2419,2419,2422,1
7945,6508,7780,5113,3136,243,1775,645,1791,353,1947,701,28,224,1173,506,1102,1102,1082,2
110826,99142,105175,67159,43576,4357,21131,17727,18136,11002,12299,9031,1489,15825,23215,3172,12938,12938,12207,1
3037,2389,2503,2062,1302,21,721,286,757,191,557,240,193,101,328,361,311,311,472,1
2882,2137,2803,1933,1284,0,615,164,682,86,751,215,19,141,457,195,373,373,277,0
28452,23633,27153,17221,11908,242,5981,4297,5743,2138,4184,1622,604,1830,5161,1167,3790,3790,3424,1
6497,5392,6175,4612,2463,299,1217,661,1711,358,1541,756,37,276,988,423,780,780,792,1
36776,27383,19594,21627,12359,841,11776,2518,6717,1980,4969,3695,4995,1223,4274,6200,4064,4064,4264,5
33848,25610,16527,20419,11145,719,10470,2480,5648,1603,5075,3632,5831,1259,3581,5957,4214,4214,3602,5
25992,20377,25055,16982,10104,329,6750,2302,5841,1446,6329,2142,270,1150,3385,1360,2717,2717,3445,2
34362,25912,30110,19185,12690,6319,10617,2879,8775,1654,4928,3207,1221,1219,3593,1384,4703,4703,4438,1
2695,2134,2653,1934,1154,8,602,365,654,191,677,127,11,82,344,156,378,378,381,1
2597,2133,2538,1934,1196,99,497,418,619,185,655,103,12,112,368,130,385,385,307,0
7829,5688,4390,4613,2716,47,2455,538,1206,681,1403,919,1109,209,772,1257,660,660,746,2
6006,4541,5151,3743,2153,26,1823,594,1225,421,849,538,254,191,684,884,490,490,784,2
1247,978,1076,831,525,6,266,200,195,71,289,82,69,52,163,95,150,150,141,0
6689,5146,6469,4521,2988,23,1477,584,1586,333,1623,516,41,271,880,457,863,863,596,1
2690,1965,1863,1615,1060,8,763,225,427,129,618,267,467,63,315,282,322,322,263,3
6034,4575,5736,3989,2545,22,1428,466,1272,277,1574,518,128,233,710,444,771,771,769,1
34684,27448,30937,22810,13411,564,8853,4122,7967,2573,5994,2381,1100,2711,4553,2016,4529,4529,4439,1
4256,3111,3107,2503,1510,12,1326,295,833,241,464,491,479,145,506,766,465,465,403,2
1916,1562,1798,1338,803,20,460,235,568,124,344,123,48,92,228,99,263,263,260,2
13462,10528,13024,8932,5228,73,3574,1183,3077,638,3630,768,97,592,1799,450,1484,1484,1765,2
19126,15288,18787,13175,7366,104,4725,1887,4219,1264,5184,1290,60,906,2056,979,2119,2119,2609,1
3077,2492,3014,2216,1450,5,577,255,788,144,960,202,13,98,416,115,528,528,357,1
544179,457966,505230,388234,212882,23636,143356,132207,103223,98597,56131,42067,13797,79876,59650,16797,49771,49771,62850,2
3977,3024,2842,2449,1400,23,1187,210,912,237,672,380,345,118,546,537,420,420,438,3
7858,6215,7659,5340,3227,14,1900,908,2033,726,1699,481,49,334,967,366,887,887,965,0
2553,2066,2454,1642,1014,17,550,309,586,130,440,184,28,145,393,162,241,241,324,1
21607,16502,20732,14004,8822,1008,5262,1614,5241,980,4504,1596,153,855,2868,1790,2900,2900,2206,1
1750,1387,1676,1163,799,8,394,206,448,143,361,100,28,72,206,76,302,302,212,2
76227,63380,71919,53657,26447,7171,19147,9459,17231,8693,15312,8196,1015,7160,10737,4495,7524,7524,8357,3
3241,2558,3169,2206,1423,9,780,287,911,184,728,167,24,153,490,127,445,445,417,0
9656,7813,9470,6786,4020,43,2240,708,2394,521,2706,954,59,251,1271,727,1083,1083,1180,1
2756,2254,2676,1919,1219,21,629,262,812,165,580,213,30,104,329,161,366,366,365,0
33690,27088,26935,19909,13303,819,7940,3498,5935,1586,6404,2549,2788,1893,5776,2179,4270,4270,3878,3
29180,23289,28155,19413,11748,294,6858,3881,6690,2102,5501,1665,346,1677,3568,1664,3250,3250,3780,1
12660,9935,12364,8329,5005,104,2866,1356,2752,654,2741,809,91,634,1793,846,1742,1742,1277,1
10117,7909,9924,6921,4300,27,2336,844,2219,552,2914,437,50,442,1202,502,1275,1275,1258,0
4575,3372,3899,2755,1713,31,1328,394,874,260,819,416,172,176,507,492,499,499,492,2
32787,26101,31959,22327,12161,426,8843,3876,8161,3361,7241,2635,212,1900,3238,1149,3527,3527,3852,1
6373,5102,6300,4226,2790,13,1367,698,1641,354,1368,514,17,321,857,198,817,817,844,1
35471,26762,33627,22524,14382,2059,8399,2891,9449,1544,6432,2975,670,1314,5085,2438,4437,4437,3547,1
5923,4646,5711,4097,2554,25,1272,485,1377,384,1492,342,73,258,905,485,698,698,785,1
3233,2338,2610,1852,1250,14,873,158,662,154,681,276,221,85,339,266,468,468,385,1
10178,7935,10057,6658,4115,57,2667,1122,1812,711,2764,433,49,458,1446,502,1353,1353,1234,2
16512,12828,15826,10777,6645,197,4082,1173,4449,803,3362,1437,180,916,2054,877,2184,2184,1683,1
3107,2445,2878,2184,1365,18,696,323,819,252,756,191,78,93,395,193,392,392,360,1
5671,4668,5431,3972,2163,165,1133,528,1482,213,1466,620,34,110,798,386,681,681,599,1
16295,12878,15965,10988,6552,48,4047,1548,3580,978,4132,1151,45,725,1972,1003,1932,1932,2000,1
3858,3022,3812,2642,1742,8,814,429,872,242,970,289,10,159,453,212,558,558,469,1
6091,4832,5970,4109,2456,49,1549,682,1482,397,1501,531,33,232,701,212,639,639,679,1
6973,5763,6512,5038,2665,325,1528,579,2098,302,1536,856,108,340,953,485,838,838,873,1
5642,4406,5521,3769,2432,23,1367,570,1334,277,1367,266,24,241,718,257,819,819,686,1
21604,17533,20647,14674,7878,227,6411,3310,4686,1869,4287,2006,287,1612,2640,779,1999,1999,2500,1
9656,7670,9131,6265,3956,114,2205,1119,2479,775,1614,838,187,538,1366,515,1228,1228,959,1
2519,2101,2439,1873,1176,8,475,365,717,167,554,109,30,135,357,102,452,452,299,0
64511,51413,59302,43237,25794,1930,15236,5873,16755,3304,12514,4980,1637,2783,9383,5312,8450,8450,7674,1
4980,3961,4927,3523,2274,25,962,490,1373,253,1156,212,16,330,551,174,757,757,615,1
10083,7963,9065,6354,3906,128,2409,961,2367,466,1862,626,362,470,1675,694,1183,1183,1311,1
71115,64573,66505,37648,25796,4530,13168,9250,12387,5195,6569,7208,1300,7886,16114,1556,9918,9918,6911,1
5181,4182,5074,3608,2238,24,1224,602,1246,307,1120,316,20,324,781,316,660,660,653,1
3307,2580,3223,2294,1511,8,641,347,860,201,693,147,24,184,416,210,509,509,394,0
6970,5770,6855,5134,3173,54,1483,667,1828,379,1607,356,33,574,994,458,1096,1096,840,0
55606,44332,50203,37069,22416,1814,13936,6167,11908,3583,12210,3786,1914,3114,7398,3670,7287,7287,6944,1
4936,3949,4183,3302,1983,19,1236,630,938,586,1000,276,354,250,585,484,564,564,781,2
498365,398004,433729,328321,193502,46167,135376,66165,105699,40126,86253,49612,25302,34525,62601,35679,57918,57918,52911,1
22952,16808,9962,13265,7460,774,7335,1185,3765,1198,3539,2362,4471,422,3122,4354,2615,2615,1970,5
177934,142528,158631,120131,72600,15280,44171,23162,36518,13444,37036,13181,6474,13321,21540,10094,20627,20627,22874,2
2556,2004,2472,1808,1099,3,603,324,679,182,566,108,34,120,360,119,287,287,365,1
6010,4781,5363,4064,2608,39,1350,565,1674,295,1438,347,230,175,746,212,934,934,761,1
3853,3089,3796,2738,1748,10,774,394,1021,275,980,237,27,156,528,187,546,546,362,1
4437,3418,3908,2941,1907,13,1037,494,1124,288,813,277,186,171,573,339,591,591,540,1
2235,1570,1407,1368,825,13,650,260,399,108,357,190,271,49,225,303,247,247,246,2
5724,4275,3858,3555,2044,16,1751,405,1232,470,1083,653,570,171,796,664,501,501,581,2
24132,18486,23035,15641,9454,230,6314,2444,5731,1444,5405,2066,270,819,3040,1242,2650,2650,2788,1
7900,6361,7530,5030,3196,49,1844,946,1929,541,1524,445,178,389,1272,242,818,818,966,0
3001,2478,2950,2121,1358,13,599,347,830,271,651,147,31,148,303,145,359,359,440,1
7053,5518,6848,4741,2737,29,1792,711,1683,425,1662,544,23,366,742,319,850,850,929,2
1485,1231,1377,1087,620,2,374,229,379,137,329,109,63,58,167,92,247,247,164,0
5799,4510,5655,3911,2474,25,1328,562,1372,336,1477,379,56,184,722,316,736,736,721,1
2234,1686,1684,1461,891,19,608,224,496,185,440,119,190,73,248,228,299,299,255,0
9409,7115,9192,6150,3933,31,2293,649,2221,499,2222,553,34,307,1217,751,1262,1262,976,1
3309,2625,3240,2348,1524,12,658,241,943,79,811,255,33,80,450,273,588,588,297,1
157505,124159,115872,102821,58399,39742,44435,11616,29769,6166,34019,17538,20378,5576,21362,21841,21073,21073,16497,3
18656,16137,18337,12861,7285,503,4206,997,3040,622,4823,2332,164,1035,3868,2966,2896,2896,1692,2
19956,16575,19659,14073,7848,164,4887,1274,3681,673,5491,2119,84,749,2959,2878,3049,3049,2267,2
21421,17619,21133,15096,8369,433,5446,1974,4647,1162,5646,2182,125,1052,2745,1777,2393,2393,3050,1
8249,6678,8159,5710,3397,238,1828,463,1978,741,2090,884,21,340,1218,839,1021,1021,741,1
42173,34923,41063,29531,16999,1630,10216,2904,7513,1585,11960,4335,544,1892,6941,5262,5912,5912,4483,1
11591,9636,11434,8116,4587,152,2866,636,1954,521,3267,1407,84,312,2151,1947,1579,1579,954,1
28691,22607,28493,19355,11787,644,6229,897,4264,486,6945,4584,55,904,6151,6345,3269,3269,1747,1
118811,99303,114606,83393,43216,2992,33579,16762,28578,15900,22478,10765,1753,9498,13178,6077,13411,13411,13399,2
19985,16303,18617,13912,7976,1198,4813,1712,4030,1223,5089,1687,709,926,2773,2155,2729,2729,2333,1
49542,40021,48828,34571,19787,1401,10593,4012,12277,2834,11734,5855,217,2686,7991,3862,5793,5793,4430,1
28432,24789,27636,19764,11075,2121,6158,2329,5573,1719,7036,3137,344,2216,5500,2610,3877,3877,2600,1
8488,6635,8392,5654,3317,29,2152,438,1492,408,2491,954,47,352,1174,881,910,910,771,1
13878,11015,13789,9298,5494,43,3220,556,2315,337,3281,1942,26,617,3196,2529,1468,1468,852,1
20059,16229,19884,13844,7827,409,4850,754,3577,776,6184,2073,86,620,3349,2709,2612,2612,1785,1
74319,64063,73281,54121,27673,484,18783,4923,17382,5090,22347,6157,346,2613,10157,6856,10019,10019,9759,1
